ImageId,Label
428,7.0428147
429,5.812789
430,6.314387
431,3.770663
432,8.169965
433,4.573575
434,1.5175643
435,2.2876246
436,0.93403184
437,3.0108886
438,10.335029
439,4.7331314
440,0.46470216
441,7.9693174
442,4.012542
443,7.7819805
444,3.4560204
445,4.6508484
446,3.7952638
447,3.739688
448,5.152935
449,3.2537472
450,8.930271
451,6.7959156
452,6.9414353
453,5.847611
454,9.592079
455,5.074478
456,7.399508
457,-0.23527148
458,2.9705627
459,5.4152236
460,5.9799366
461,3.507132
462,7.1063843
463,5.22598
464,3.0892367
465,5.393769
466,0.65099835
467,7.10032
468,4.7199197
469,5.1243024
470,1.2924019
471,0.8537406
472,3.955577
473,8.869264
474,4.818014
475,4.637867
476,0.7391309
477,4.496684
478,2.4871821
479,1.1335304
480,0.8102896
481,4.8270473
482,7.8731394
483,1.6216574
484,3.0530198
485,7.174127
486,8.984466
487,3.8904803
488,7.0080237
489,3.3246782
490,7.1296673
491,7.334749
492,3.4772274
493,2.1107318
494,3.1416376
495,5.2250657
496,4.2434278
497,5.505295
498,3.1055152
499,3.361938
500,-0.21304964
501,6.1171465
502,4.85216
503,7.420206
504,4.007736
505,1.1687783
506,7.7956
507,3.6752317
508,4.3056927
509,1.3991507
510,2.2723372
511,7.1428723
512,6.63796
513,9.097722
514,5.4830976
515,5.084775
516,2.6716511
517,3.5507898
518,7.048396
519,3.9006534
520,2.663232
521,3.086297
522,8.546998
523,-0.15285952
524,6.126738
525,7.371484
526,0.774672
527,0.12734075
528,0.7730342
529,0.96233433
530,6.8072176
531,-1.0978765
532,5.5826526
533,2.5035787
534,8.049386
535,3.6866536
536,5.1381593
537,6.396303
538,4.0374117
539,6.504612
540,3.5236123
541,1.6521347
542,1.5559427
543,8.497524
544,1.5729715
545,-0.14074114
546,3.6781895
547,-0.051385537
548,8.999974
549,2.0120606
550,0.8767424
551,1.1743798
552,2.7007358
553,0.17019238
554,4.5126677
555,0.26682064
556,0.3327779
557,6.998088
558,4.675247
559,5.6102686
560,2.4203868
561,0.12495381
562,3.08133
563,5.78652
564,0.96703756
565,5.1429324
566,5.5076632
567,4.1596007
568,1.1316392
569,3.7942252
570,5.2877765
571,6.412198
572,5.8706446
573,3.5043256
574,5.286411
575,0.9415078
576,4.6755967
577,7.715155
578,2.2961457
579,3.6305308
580,1.6885912
581,4.943357
582,0.84163684
583,6.2303543
584,5.8293
585,8.656199
586,1.0094826
587,6.0810266
588,3.5674758
589,9.12235
590,4.996051
591,8.397346
592,7.206076
593,6.236682
594,5.062483
595,3.5571468
596,5.9379687
597,5.131873
598,5.282394
599,-0.18316212
600,3.6743736
601,3.0221667
602,0.97552305
603,6.793823
604,1.7109717
605,5.5792413
606,1.2414755
607,7.150673
608,4.5950694
609,5.6160975
610,4.8064485
611,7.270938
612,3.2419188
613,2.0845165
614,3.4140317
615,2.2887962
616,4.4381986
617,7.1907787
618,-1.3985523
619,-0.30328757
620,10.141389
621,8.997769
622,5.119021
623,9.227507
624,4.258646
625,-0.8310925
626,8.194007
627,4.3432918
628,4.000532
629,6.191309
630,4.7411046
631,6.166135
632,0.992773
633,7.8957233
634,5.937447
635,0.9015175
636,3.869355
637,5.4752235
638,7.2750444
639,7.776196
640,3.0341425
641,1.0392427
642,7.3433905
643,7.934867
644,5.896924
645,6.6720605
646,7.009716
647,6.27372
648,6.040516
649,0.7907118
650,7.792788
651,4.8127265
652,8.665019
653,1.4663713
654,-0.7758779
655,7.497394
656,2.8791494
657,5.051642
658,2.7439494
659,2.5084991
660,7.1553245
661,1.7774731
662,3.0171275
663,3.6599383
664,-0.36222923
665,4.441213
666,6.92767
667,0.5291714
668,2.2820263
669,3.4682202
670,5.411847
671,3.6697867
672,8.62169
673,4.172985
674,3.0158162
675,6.8045344
676,7.1610637
677,7.703013
678,4.3613024
679,5.7350097
680,-0.072448686
681,7.124268
682,9.214932
683,7.4040422
684,4.579153
685,1.1648943
686,5.0148005
687,5.005987
688,5.4949026
689,8.065105
690,8.56396
691,1.4488618
692,5.9535913
693,-0.44488865
694,0.8918883
695,7.1040263
696,4.2069435
697,3.2469733
698,8.618682
699,7.830036
700,7.0643244
701,3.4763343
702,1.7757163
703,5.870516
704,-0.24941456
705,6.12224
706,0.79045033
707,5.242542
708,4.1830583
709,6.0680904
710,4.4370875
711,3.8572788
712,7.3914995
713,1.043965
714,5.6979337
715,6.214197
716,5.7421846
717,2.7099216
718,3.415172
719,7.592329
720,5.7122483
721,8.922052
722,2.5744233
723,1.3137113
724,-0.3369369
725,0.8935604
726,2.945644
727,5.7535315
728,4.4215603
729,5.5206747
730,4.7321415
731,7.1438046
732,0.69815254
733,2.863248
734,1.398449
735,6.7870884
736,7.1403065
737,0.7202022
738,4.5658417
739,2.0197618
740,5.381721
741,5.6843204
742,3.2297413
743,2.5062773
744,3.542685
745,2.5933344
746,9.298653
747,1.2276707
748,6.931732
749,6.288858
750,5.7620635
751,3.084514
752,8.872491
753,4.080898
754,4.153607
755,4.372918
756,4.572199
757,7.4540477
758,0.4543489
759,1.0347105
760,5.466054
761,5.276848
762,0.12279877
763,3.5831063
764,0.63797975
765,3.9652033
766,-0.0034648739
767,1.4916701
768,6.4847865
769,1.5915533
770,8.423894
771,4.613067
772,5.926138
773,-0.19312917
774,1.5153717
775,6.6650267
776,2.1507103
777,3.5699997
778,5.371943
779,2.496072
780,0.87147355
781,1.5029542
782,5.6131887
783,8.555282
784,8.646335
785,2.0136385
786,5.2852645
787,5.028639
788,5.1126304
789,5.6096406
790,5.5750685
791,4.8641353
792,2.2675023
793,3.8722677
794,-0.16199028
795,4.3406243
796,2.8771183
797,0.8683651
798,6.40805
799,8.99854
800,8.171371
801,1.3028097
802,0.86158836
803,3.4231043
804,3.1693406
805,1.074882
806,5.6132255
807,8.484064
808,6.2023005
809,5.067192
810,1.2376517
811,5.430306
812,5.2287855
813,4.7593894
814,3.8306732
815,4.224425
816,5.1834264
817,0.3903345
818,8.215874
819,7.0536275
820,4.5736966
821,3.0743635
822,-0.02268381
823,6.245571
824,-0.09599314
825,1.634264
826,8.91102
827,-1.0799866
828,3.7219408
829,5.518844
830,0.11922968
831,7.1696596
832,4.406795
833,4.8333898
834,8.44919
835,3.6519716
836,8.933138
837,5.5724835
838,0.88452375
839,4.6855307
840,5.2543497
841,1.3021351
842,9.543949
843,0.038761757
844,9.412986
845,5.598975
846,6.517312
847,6.7835417
848,2.2106774
849,8.972257
850,4.7069926
851,7.515166
852,9.61009
853,5.6421146
854,6.0580873
855,1.6934135
856,8.1505165
857,1.0024233
858,3.0501974
859,5.428352
860,5.0246677
861,-0.18057227
862,6.417778
863,1.3332015
864,4.5054693
865,2.1690922
866,3.9118478
867,4.9851794
868,9.007648
869,1.417537
870,3.1765463
871,4.4215617
872,5.059938
873,4.639417
874,2.2325265
875,3.9379587
876,4.8896985
877,0.89581096
878,0.7381865
879,-0.013756024
880,1.4663771
881,3.940646
882,8.507979
883,1.5576106
884,1.3669267
885,1.4316906
886,7.3745136
887,0.7168797
888,4.4603333
889,4.264219
890,9.423414
891,0.97094727
892,6.686247
893,6.168835
894,-0.27377462
895,3.7005692
896,1.8668544
897,8.1306925
898,5.910285
899,1.9962505
900,0.8267552
901,5.0998583
902,3.6052334
903,5.3412986
904,7.5324683
905,7.6420856
906,7.0758467
907,6.745459
908,2.45452
909,2.0512235
910,7.261427
911,1.8550111
912,0.79657155
913,4.8564878
914,8.081396
915,2.498814
916,5.972349
917,4.2029924
918,5.129714
919,0.8707666
920,5.0395947
921,4.9351335
922,3.031275
923,5.9501934
924,8.485134
925,3.9444335
926,7.1622615
927,8.853592
928,5.8459125
929,5.5083423
930,2.7418332
931,3.223394
932,2.2999566
933,1.4775143
934,3.8881505
935,5.0049467
936,3.62734
937,6.4022555
938,5.529416
939,9.093293
940,5.4835706
941,6.2011175
942,2.0981348
943,6.277685
944,0.7869331
945,-1.076581
946,9.337023
947,2.7879708
948,2.3700411
949,8.294896
950,2.1302702
951,5.2626033
952,6.9314947
953,4.8784738
954,4.557522
955,3.1043265
956,1.2124531
957,6.890902
958,2.6858032
959,1.895668
960,1.7491276
961,7.249773
962,9.320471
963,3.5727174
964,0.19571872
965,7.097891
966,5.5308385
967,0.9905312
968,8.706573
969,7.656947
970,4.1966715
971,2.5410588
972,1.378269
973,9.422878
974,6.7869983
975,7.0299473
976,0.6816555
977,8.434062
978,-0.58407915
979,6.9839067
980,3.8072789
981,4.473952
982,7.721527
983,7.2458677
984,7.3720884
985,7.3983016
986,7.059811
987,0.032113165
988,3.5912297
989,3.926513
990,2.5564806
991,0.79525745
992,9.156867
993,1.7484075
994,5.862895
995,8.06716
996,1.8169659
997,5.9955125
998,1.719969
999,1.7858315
1000,8.763996
1001,0.5214628
1002,6.893498
1003,0.051046684
1004,6.893357
1005,0.6260088
1006,3.1109045
1007,3.8342972
1008,5.3592954
1009,2.6962097
1010,9.028024
1011,1.8095596
1012,6.337282
1013,3.0042894
1014,7.2126513
1015,2.8215256
1016,6.7621584
1017,2.7949903
1018,3.3119454
1019,3.9982915
1020,4.641639
1021,5.407417
1022,8.598917
1023,6.9529185
1024,6.1670866
1025,1.2881624
1026,5.791882
1027,1.1140723
1028,5.0584764
1029,6.300655
1030,0.83010906
1031,9.293321
1032,0.83290213
1033,5.968083
1034,7.6380467
1035,4.0568514
1036,6.6377316
1037,5.4016166
1038,4.2794495
1039,1.9378783
1040,-0.0054457155
1041,1.0365874
1042,6.7210793
1043,0.9885067
1044,9.081755
1045,0.3053658
1046,1.3353044
1047,8.118684
1048,6.301133
1049,4.145307
1050,6.30548
1051,2.5017724
1052,6.344112
1053,2.0348258
1054,5.0417604
1055,8.495201
1056,1.0321486
1057,1.1400269
1058,3.0374422
1059,6.040106
1060,2.6878104
1061,-0.16052537
1062,0.02396856
1063,5.562576
1064,-0.1862551
1065,8.518913
1066,4.2482715
1067,8.008145
1068,-0.5206916
1069,4.9302692
1070,8.969679
1071,3.1528857
1072,5.660323
1073,7.1571755
1074,5.812418
1075,9.066435
1076,1.9085253
1077,6.4727645
1078,0.7133309
1079,1.7969037
1080,9.078583
1081,3.0221434
1082,-0.1968618
1083,1.9371228
1084,4.9698334
1085,7.2854238
1086,7.620218
1087,5.9591184
1088,4.3335648
1089,2.971588
1090,1.4542551
1091,3.0379014
1092,1.8415831
1093,0.6668892
1094,0.7266398
1095,6.604253
1096,6.01056
1097,4.578035
1098,2.6740122
1099,6.213491
1100,3.5830994
1101,4.1267815
1102,1.1440954
1103,8.604885
1104,1.1505619
1105,7.864846
1106,1.5477602
1107,0.08224005
1108,3.447798
1109,3.6334264
1110,6.4910846
1111,7.054915
1112,1.9697505
1113,2.8861008
1114,0.6482341
1115,-0.2351402
1116,5.0903106
1117,1.9201666
1118,5.7129917
1119,2.9070785
1120,9.530069
1121,7.109564
1122,5.3378773
1123,4.1210055
1124,1.0639274
1125,5.9822655
1126,2.6292617
1127,6.6645384
1128,5.73343
1129,0.89596146
1130,1.4446917
1131,0.10016117
1132,6.7339625
1133,7.9595923
1134,0.2873389
1135,4.322339
1136,5.161018
1137,7.87702
1138,6.04362
1139,7.422209
1140,6.8669543
1141,4.204757
1142,1.7481316
1143,2.1475186
1144,0.8443438
1145,2.5344214
1146,8.117524
1147,4.332379
1148,4.6557555
1149,5.867351
1150,3.02014
1151,7.0708113
1152,6.719956
1153,4.676702
1154,4.536279
1155,5.911782
1156,4.0831532
1157,5.17281
1158,1.0396194
1159,8.695525
1160,3.3926039
1161,8.966803
1162,2.0178025
1163,6.6836147
1164,-0.11691607
1165,6.3013945
1166,3.99993
1167,1.7654226
1168,4.5441766
1169,3.9417677
1170,2.4820597
1171,7.2159524
1172,1.8008449
1173,8.998692
1174,0.5576242
1175,8.04645
1176,3.861703
1177,3.0692947
1178,7.0535154
1179,1.5912662
1180,4.8446565
1181,4.296025
1182,5.6554265
1183,7.9284325
1184,6.1163197
1185,-0.65286934
1186,6.931334
1187,0.3061321
1188,2.7013988
1189,1.6681666
1190,7.5597258
1191,7.2032685
1192,2.0961363
1193,4.560015
1194,7.0930853
1195,8.335184
1196,8.481271
1197,3.5354946
1198,1.4549736
1199,6.0403566
1200,3.7837524
1201,4.0149436
1202,8.295921
1203,3.0176735
1204,-0.24179561
1205,1.0180033
1206,7.444809
1207,9.173741
1208,5.758006
1209,3.6267958
1210,2.181782
1211,5.2657332
1212,7.304346
1213,7.7763495
1214,4.200197
1215,5.2478538
1216,8.729335
1217,4.6726074
1218,7.5152416
1219,8.233109
1220,1.77991
1221,0.65873367
1222,1.3588257
1223,5.4384203
1224,-0.34615546
1225,5.2256145
1226,7.6234207
1227,4.0555124
1228,9.148724
1229,7.5849156
1230,6.0501595
1231,4.4309406
1232,3.5790339
1233,1.799766
1234,5.002699
1235,4.6488895
1236,2.4611988
1237,9.276727
1238,4.0636115
1239,4.2223034
1240,8.981766
1241,8.485772
1242,4.690702
1243,7.1327024
1244,7.5281014
1245,3.3211071
1246,4.272585
1247,5.0050216
1248,5.6590652
1249,2.76977
1250,4.994064
1251,6.1638427
1252,5.978984
1253,-0.2674034
1254,5.0732718
1255,4.4487424
1256,5.263025
1257,6.5350103
1258,5.7359858
1259,5.271133
1260,3.2521667
1261,0.93609643
1262,7.9172244
1263,4.685396
1264,2.6967885
1265,2.924182
1266,4.8509955
1267,8.529494
1268,6.4025135
1269,8.5358715
1270,1.1226704
1271,0.9007993
1272,2.5413735
1273,1.3267831
1274,0.07221557
1275,-0.4481694
1276,3.634753
1277,0.63298494
1278,4.7851086
1279,5.8225217
1280,5.3040576
1281,0.9360813
1282,4.746442
1283,7.209477
1284,-0.04861046
1285,7.0493917
1286,0.97800654
1287,0.792543
1288,3.7730343
1289,4.056499
1290,0.85005194
1291,9.220998
1292,7.063885
1293,4.9673624
1294,5.055277
1295,5.329942
1296,8.670946
1297,7.7600393
1298,5.2538743
1299,4.7038975
1300,5.0481606
1301,4.6006994
1302,6.494005
1303,0.77597934
1304,1.0559307
1305,5.084552
1306,0.19325353
1307,7.4261584
1308,6.787105
1309,0.3098642
1310,5.851567
1311,4.9988346
1312,6.656619
1313,7.3940825
1314,3.872957
1315,8.152796
1316,5.8950014
1317,2.3240354
1318,3.4014325
1319,6.351907
1320,4.4995275
1321,9.529527
1322,7.7205496
1323,4.9364448
1324,1.8806127
1325,7.061021
1326,-0.5311755
1327,3.8277402
1328,6.0013504
1329,6.7196326
1330,1.021828
1331,2.941435
1332,4.15286
1333,2.4819674
1334,1.0348759
1335,9.770509
1336,0.95090634
1337,4.3692436
1338,5.3169036
1339,6.4354916
1340,1.4380853
1341,3.7792091
1342,8.320305
1343,1.2413548
1344,2.5956523
1345,2.7895606
1346,-0.32614005
1347,3.0795217
1348,6.4595113
1349,0.89349985
1350,5.7133236
1351,2.8489246
1352,5.725082
1353,7.043473
1354,1.6794566
1355,2.8464441
1356,2.3329494
1357,9.747989
1358,4.1463914
1359,0.9997993
1360,4.947131
1361,8.939283
1362,7.5293684
1363,6.7467413
1364,3.832485
1365,8.004893
1366,4.2948546
1367,5.5492396
1368,7.600407
1369,2.3654132
1370,0.49199975
1371,5.7832108
1372,7.103056
1373,6.2510295
1374,1.1380601
1375,1.0055193
1376,-0.20239672
1377,4.940061
1378,0.031490006
1379,8.776885
1380,1.1122699
1381,7.0816283
1382,3.3610153
1383,-0.020448728
1384,9.827776
1385,6.895523
1386,4.871233
1387,7.863432
1388,7.129867
1389,8.8241005
1390,7.719836
1391,5.200606
1392,4.4205284
1393,6.3776584
1394,7.038697
1395,7.4514236
1396,3.8772879
1397,7.543541
1398,3.193261
1399,6.478043
1400,3.5690513
1401,0.7832344
1402,4.69305
1403,8.04423
1404,4.5019064
1405,4.5924125
1406,4.8310947
1407,8.071082
1408,7.5367894
1409,3.798822
1410,4.9860096
1411,8.988818
1412,0.9559229
1413,3.2720366
1414,1.6923226
1415,3.026706
1416,2.8997731
1417,6.7930336
1418,3.9936652
1419,0.78135586
1420,6.8951015
1421,8.892509
1422,1.9049319
1423,3.8963842
1424,4.7433167
1425,7.586693
1426,7.6042867
1427,5.519961
1428,0.47546822
1429,8.860895
1430,6.96358
1431,3.4672372
1432,6.8727894
1433,0.83262265
1434,8.057255
1435,5.511062
1436,6.8713098
1437,9.057526
1438,3.8684652
1439,8.705097
1440,9.507307
1441,5.708567
1442,3.2809725
1443,1.8157122
1444,6.411951
1445,6.436876
1446,8.347929
1447,0.3380696
1448,4.075337
1449,7.213588
1450,2.9749718
1451,7.6332536
1452,6.799267
1453,6.712877
1454,-0.34920865
1455,8.977621
1456,0.52967185
1457,5.9730844
1458,7.528191
1459,-0.19505101
1460,7.8956923
1461,5.6313243
1462,2.164403
1463,2.4068155
1464,6.8006372
1465,1.9732317
1466,5.3607454
1467,3.5122886
1468,0.9582502
1469,7.4508305
1470,3.4363678
1471,0.88343585
1472,0.8821386
1473,5.8421116
1474,5.3785872
1475,9.024536
1476,2.0752306
1477,1.8018357
1478,9.2153635
1479,4.5532913
1480,5.996585
1481,9.332036
1482,8.152686
1483,5.7534757
1484,3.846141
1485,4.243049
1486,0.25316778
1487,7.061011
1488,5.621144
1489,8.369866
1490,6.039538
1491,7.756794
1492,2.9517694
1493,8.316128
1494,9.089572
1495,4.195463
1496,-0.0058606393
1497,2.459649
1498,3.8470716
1499,3.1924517
1500,4.1725507
1501,-0.051693965
1502,0.9366738
1503,6.485504
1504,5.100776
1505,9.3952875
1506,6.2526402
1507,-0.16661891
1508,1.3744634
1509,3.0504792
1510,-1.7144326
1511,7.481812
1512,2.6577396
1513,6.105103
1514,8.817757
1515,3.0394487
1516,1.7526389
1517,0.41188943
1518,7.1770988
1519,4.607008
1520,8.611207
1521,5.4166226
1522,6.5162683
1523,9.252833
1524,1.796599
1525,0.7705607
1526,4.4538846
1527,8.127532
1528,3.110279
1529,1.8980229
1530,4.5302467
1531,4.2508483
1532,1.1207967
1533,7.5531774
1534,3.1214466
1535,0.22256272
1536,6.374786
1537,0.8191383
1538,4.6775613
1539,-0.107000746
1540,-0.12791839
1541,6.860309
1542,1.37468
1543,3.4111793
1544,4.5814834
1545,4.0496693
1546,7.5975947
1547,8.814761
1548,7.0900197
1549,7.925749
1550,3.5984201
1551,6.646089
1552,1.8138978
1553,0.7906267
1554,9.157385
1555,2.018534
1556,6.204869
1557,4.2904983
1558,7.9024363
1559,4.761241
1560,0.7655016
1561,5.4439354
1562,9.397825
1563,8.128441
1564,6.6667213
1565,5.274354
1566,-1.4748746
1567,5.0449023
1568,7.105259
1569,8.86184
1570,5.9319654
1571,5.087866
1572,-0.03506068
1573,8.360259
1574,6.911957
1575,4.1133113
1576,1.2666041
1577,5.612362
1578,0.9038945
1579,7.1289263
1580,1.9275254
1581,5.6059976
1582,8.34975
1583,9.552727
1584,0.7475085
1585,4.5802674
1586,6.305572
1587,3.4883707
1588,3.825683
1589,4.729985
1590,2.28255
1591,3.034897
1592,5.917371
1593,4.379324
1594,6.037145
1595,1.828698
1596,9.250884
1597,1.4386605
1598,3.2082138
1599,1.9066381
1600,5.2721763
1601,7.9172544
1602,6.52296
1603,6.6792855
1604,5.367417
1605,2.241532
1606,0.22412768
1607,1.9613352
1608,1.3054222
1609,5.9052773
1610,0.21639809
1611,5.2516813
1612,5.6814246
1613,3.12339
1614,3.2890637
1615,0.86786306
1616,8.290883
1617,3.4774675
1618,2.529413
1619,0.94315284
1620,1.1330479
1621,3.1054592
1622,6.210648
1623,2.4722755
1624,4.1368895
1625,3.557488
1626,4.3586464
1627,9.118188
1628,5.4837813
1629,6.1493754
1630,7.2755985
1631,4.2153306
1632,9.205238
1633,5.8953233
1634,6.0507736
1635,0.7901729
1636,0.11763365
1637,7.3494267
1638,7.903539
1639,8.563168
1640,6.136166
1641,2.6628132
1642,6.98534
1643,7.190941
1644,6.6473393
1645,0.69823843
1646,4.9208164
1647,6.400296
1648,1.2145437
1649,-0.22089823
1650,0.2796737
1651,2.964388
1652,7.3495502
1653,7.6239233
1654,7.210747
1655,7.443273
1656,9.550076
1657,8.144845
1658,2.8537145
1659,4.3606224
1660,6.445752
1661,2.6936145
1662,3.082652
1663,5.8853183
1664,1.7788677
1665,3.769697
1666,3.5114622
1667,6.163375
1668,6.163884
1669,6.2718472
1670,6.7221
1671,8.109076
1672,3.6335247
1673,3.0993872
1674,4.648948
1675,7.0400004
1676,7.7634153
1677,2.8527086
1678,0.42280015
1679,1.2047368
1680,4.8135657
1681,3.0492275
1682,4.959311
1683,5.976214
1684,3.7891881
1685,3.585661
1686,6.1094017
1687,5.699153
1688,2.9839318
1689,2.891752
1690,6.985522
1691,2.8227983
1692,4.7947493
1693,6.256441
1694,6.1703715
1695,1.1014634
1696,6.7749486
1697,4.263077
1698,2.4795916
1699,9.186236
1700,2.103551
1701,2.5470774
1702,6.5857286
1703,-0.05142776
1704,7.919554
1705,5.003025
1706,3.1350338
1707,0.83096933
1708,8.398283
1709,-0.037051745
1710,7.1426816
1711,7.52674
1712,0.94455105
1713,4.4163013
1714,6.716476
1715,3.682399
1716,8.742194
1717,7.5063367
1718,0.029725246
1719,3.9238532
1720,1.3981118
1721,3.6696463
1722,2.8703268
1723,4.244678
1724,4.0225596
1725,2.8800488
1726,4.1990876
1727,0.8241155
1728,6.551576
1729,6.6215744
